ISO3,year,area,population
TTO,1954,total,717000
TCA,1954,total,5000
VIR,1954,total,29000
BLZ,1954,total,78000
CRI,1954,total,1083000
SLV,1954,total,2375000
GTM,1954,total,3517000
HND,1954,total,1723000
MEX,1954,total,31600000
NIC,1954,total,1460000
PAN,1954,total,954000
ARG,1954,total,18579000
BOL,1954,total,3306000
BRA,1954,total,60785000
CHL,1954,total,6757000
COL,1954,total,13825000
ECU,1954,total,3853000
FLK,1954,total,2000
GUF,1954,total,28000
GUY,1954,total,465000
PRY,1954,total,1631000
PER,1954,total,8560000
SUR,1954,total,243000
URY,1954,total,2342000
VEN,1954,total,6501000
BMU,1954,total,40000
CAN,1954,total,15304000
GRL,1954,total,25000
SPM,1954,total,5000
USA,1954,total,168827000
AUS,1954,total,9011000
NZL,1954,total,2088000
FJI,1954,total,325000
NCL,1954,total,66000
PNG,1954,total,1792000
SLB,1954,total,99000
VUT,1954,total,53000
GUM,1954,total,62000
KIR,1954,total,36000
MHL,1954,total,14000
FSM,1954,total,37000
NRU,1954,total,3000
MNP,1954,total,7000
PLW,1954,total,8000
ASM,1954,total,20000
COK,1954,total,16000
PYF,1954,total,68000
NIU,1954,total,5000
WSM,1954,total,92000
TKL,1954,total,2000
TON,1954,total,54000
TUV,1954,total,6000
WLF,1954,total,8000
BDI,1955,total,2531000
COM,1955,total,176000
DJI,1955,total,69000
ERI,1955,total,1249000
ETH,1955,total,19947000
KEN,1955,total,6980000
MDG,1955,total,4543000
MWI,1955,total,3253000
MUS,1955,total,570000
MYT,1955,total,19000
MOZ,1955,total,6702000
REU,1955,total,291000
RWA,1955,total,2525000
SYC,1955,total,39000
SOM,1955,total,2492000
SSD,1955,total,2722000
UGA,1955,total,5898000
TZA,1955,total,8741000
ZMB,1955,total,2634000
ZWE,1955,total,3202000
AGO,1955,total,5116000
CMR,1955,total,4704000
CAF,1955,total,1400000
TCD,1955,total,2735000
COG,1955,total,920000
COD,1955,total,13518000
GNQ,1955,total,240000
GAB,1955,total,482000
STP,1955,total,59000
DZA,1955,total,9829000
EGY,1955,total,23524000
LBY,1955,total,1245000
MAR,1955,total,10502000
SDN,1955,total,6549000
TUN,1955,total,3944000
ESH,1955,total,22000
BWA,1955,total,470000
LSO,1955,total,788000
NAM,1955,total,537000
ZAF,1955,total,15376000
SWZ,1955,total,307000
BEN,1955,total,2304000
BFA,1955,total,4517000
CPV,1955,total,197000
CIV,1955,total,3029000
GMB,1955,total,304000
GHA,1955,total,5680000
GIN,1955,total,3317000
GNB,1955,total,575000
LBR,1955,total,1010000
MLI,1955,total,4975000
MRT,1955,total,747000
NER,1955,total,2956000
NGA,1955,total,41086000
SHN,1955,total,4000
SEN,1955,total,2808000
SLE,1955,total,2157000
TGO,1955,total,1474000
CHN,1955,total,610835000
HKG,1955,total,2491000
MAC,1955,total,189000
TWN,1955,total,9022000
PRK,1955,total,10087000
JPN,1955,total,89018000
MNG,1955,total,855000
KOR,1955,total,21531000
KAZ,1955,total,7992000
KGZ,1955,total,1904000
TJK,1955,total,1795000
TKM,1955,total,1364000
UZB,1955,total,7297000
AFG,1955,total,8271000
BGD,1955,total,42121000
BTN,1955,total,197000
IND,1955,total,409269000
IRN,1955,total,19294000
MDV,1955,total,80000
NPL,1955,total,9294000
PAK,1955,total,40424000
LKA,1955,total,8779000
BRN,1955,total,63000
KHM,1955,total,5046000
IDN,1955,total,77328000
LAO,1955,total,1890000
MYS,1955,total,7040000
MMR,1955,total,18868000
PHL,1955,total,22179000
SGP,1955,total,1305000
THA,1955,total,23711000
TLS,1955,total,461000
VNM,1955,total,28148000
ARM,1955,total,1563000
AZE,1955,total,3330000
BHR,1955,total,134000
CYP,1955,total,530000
GEO,1955,total,3713000
IRQ,1955,total,6503000
ISR,1955,total,1718000
JOR,1955,total,683000
KWT,1955,total,182000
LBN,1955,total,1532000
OMN,1955,total,496000
QAT,1955,total,36000
SAU,1955,total,3558000
PSE,1955,total,987000
SYR,1955,total,3911000
TUR,1955,total,24271000
ARE,1955,total,79000
YEM,1955,total,4768000
BLR,1955,total,7804000
BGR,1955,total,7562000
CZE,1955,total,9361000
HUN,1955,total,9828000
POL,1955,total,27270000
MDA,1955,total,2627000
ROU,1955,total,17484000
RUS,1955,total,111355000
SVK,1955,total,3815000
UKR,1955,total,40019000
CHI,1955,total,105000
DNK,1955,total,4441000
EST,1955,total,1160000
FRO,1955,total,32000
FIN,1955,total,4238000
ISL,1955,total,158000
IRL,1955,total,2899000
IMN,1955,total,52000
LVA,1955,total,2002000
LTU,1955,total,2629000
NOR,1955,total,3431000
SWE,1955,total,7263000
GBR,1955,total,51123000
ALB,1955,total,1420000
AND,1955,total,9000
BIH,1955,total,2936000
HRV,1955,total,4030000
GIB,1955,total,23000
GRC,1955,total,8011000
VAT,1955,total,1000
ITA,1955,total,48373000
MLT,1955,total,313000
MNE,1955,total,444000
PRT,1955,total,8671000
SMR,1955,total,13000
SRB,1955,total,7235000
SVN,1955,total,1527000
ESP,1955,total,29125000
MKD,1955,total,1393000
AUT,1955,total,6953000
BEL,1955,total,8887000
FRA,1955,total,43527000
DEU,1955,total,71537000
LIE,1955,total,15000
LUX,1955,total,305000
MCO,1955,total,20000
NLD,1955,total,10709000
CHE,1955,total,4971000
AIA,1955,total,6000
ATG,1955,total,52000
ABW,1955,total,43000
BHS,1955,total,89000
BRB,1955,total,227000
VGB,1955,total,8000
BES,1955,total,8000
CYM,1955,total,7000
CUB,1955,total,6539000
CUW,1955,total,117000
DMA,1955,total,55000
DOM,1955,total,2780000
GRD,1955,total,81000
GLP,1955,total,236000
HTI,1955,total,3514000
JAM,1955,total,1541000
MTQ,1955,total,246000
MSR,1955,total,14000
PRI,1955,total,2248000
KNA,1955,total,48000
LCA,1955,total,87000
VCT,1955,total,73000
SXM,1955,total,2000
TTO,1955,total,740000
TCA,1955,total,5000
VIR,1955,total,30000
BLZ,1955,total,80000
CRI,1955,total,1119000
SLV,1955,total,2429000
GTM,1955,total,3625000
HND,1955,total,1771000
MEX,1955,total,32605000
NIC,1955,total,1508000
PAN,1955,total,981000
ARG,1955,total,18929000
BOL,1955,total,3366000
BRA,1955,total,62569000
CHL,1955,total,6907000
COL,1955,total,14226000
ECU,1955,total,3957000
FLK,1955,total,2000
GUF,1955,total,29000
GUY,1955,total,483000
PRY,1955,total,1673000
PER,1955,total,8787000
SUR,1955,total,250000
URY,1955,total,2373000
VEN,1955,total,6758000
BMU,1955,total,41000
CAN,1955,total,15739000
GRL,1955,total,26000
SPM,1955,total,5000
USA,1955,total,171784000
AUS,1955,total,9211000
NZL,1955,total,2136000
FJI,1955,total,335000
NCL,1955,total,68000
PNG,1955,total,1825000
SLB,1955,total,102000
VUT,1955,total,55000
GUM,1955,total,63000
KIR,1955,total,37000
MHL,1955,total,14000
FSM,1955,total,38000
NRU,1955,total,4000
MNP,1955,total,8000
PLW,1955,total,9000
ASM,1955,total,20000
COK,1955,total,16000
PYF,1955,total,69000
NIU,1955,total,5000
WSM,1955,total,94000
TKL,1955,total,2000
TON,1955,total,56000
TUV,1955,total,6000
WLF,1955,total,8000
BDI,1956,total,2578000
COM,1956,total,178000
DJI,1956,total,72000
ERI,1956,total,1276000
ETH,1956,total,20348000
KEN,1956,total,7186000
MDG,1956,total,4646000
MWI,1956,total,3320000
MUS,1956,total,588000
MYT,1956,total,20000
MOZ,1956,total,6829000
REU,1956,total,299000
RWA,1956,total,2608000
SYC,1956,total,40000
SOM,1956,total,2541000
SSD,1956,total,2762000
UGA,1956,total,6056000
TZA,1956,total,8988000
ZMB,1956,total,2709000
ZWE,1956,total,3303000
AGO,1956,total,5224000
CMR,1956,total,4791000
CAF,1956,total,1417000
TCD,1956,total,2786000
COG,1956,total,941000
COD,1956,total,13830000
GNQ,1956,total,242000
GAB,1956,total,484000
STP,1956,total,60000
DZA,1956,total,10066000
EGY,1956,total,24172000
LBY,1956,total,1279000
MAR,1956,total,10853000
SDN,1956,total,6733000
TUN,1956,total,3989000
ESH,1956,total,23000
BWA,1956,total,480000
LSO,1956,total,799000
NAM,1956,total,550000
ZAF,1956,total,15764000
SWZ,1956,total,315000
BEN,1956,total,2323000
BFA,1956,total,4575000
CPV,1956,total,198000
CIV,1956,total,3122000
GMB,1956,total,317000
GHA,1956,total,5863000
GIN,1956,total,3363000
GNB,1956,total,583000
LBR,1956,total,1031000
MLI,1956,total,5032000
MRT,1956,total,768000
NER,1956,total,3037000
NGA,1956,total,41830000
SHN,1956,total,4000
SEN,1956,total,2882000
SLE,1956,total,2184000
TGO,1956,total,1490000
CHN,1956,total,619598000
HKG,1956,total,2609000
MAC,1956,total,183000
TWN,1956,total,9332000
PRK,1956,total,10286000
JPN,1956,total,90004000
MNG,1956,total,872000
KOR,1956,total,22244000
KAZ,1956,total,8371000
KGZ,1956,total,1947000
TJK,1956,total,1847000
TKM,1956,total,1407000
UZB,1956,total,7521000
AFG,1956,total,8399000
BGD,1956,total,43170000
BTN,1956,total,202000
IND,1956,total,416729000
IRN,1956,total,19783000
MDV,1956,total,82000
NPL,1956,total,9446000
PAK,1956,total,41200000
LKA,1956,total,8979000
BRN,1956,total,67000
KHM,1956,total,5177000
IDN,1956,total,79227000
LAO,1956,total,1935000
MYS,1956,total,7247000
MMR,1956,total,19263000
PHL,1956,total,22958000
SGP,1956,total,1372000
THA,1956,total,24390000
TLS,1956,total,468000
VNM,1956,total,28974000
ARM,1956,total,1620000
AZE,1956,total,3431000
BHR,1956,total,139000
CYP,1956,total,540000
GEO,1956,total,3764000
IRQ,1956,total,6646000
ISR,1956,total,1796000
JOR,1956,total,728000
KWT,1956,total,192000
LBN,1956,total,1584000
OMN,1956,total,506000
QAT,1956,total,37000
SAU,1956,total,3654000
PSE,1956,total,1004000
SYR,1956,total,4032000
TUR,1956,total,24886000
ARE,1956,total,81000
YEM,1956,total,4844000
BLR,1956,total,7866000
BGR,1956,total,7625000
CZE,1956,total,9420000
HUN,1956,total,9876000
POL,1956,total,27769000
MDA,1956,total,2701000
ROU,1956,total,17727000
RUS,1956,total,113153000
SVK,1956,total,3887000
UKR,1956,total,40556000
CHI,1956,total,106000
DNK,1956,total,4469000
EST,1956,total,1170000
FRO,1956,total,33000
FIN,1956,total,4282000
ISL,1956,total,161000
IRL,1956,total,2882000
IMN,1956,total,52000
LVA,1956,total,2025000
LTU,1956,total,2651000
NOR,1956,total,3461000
SWE,1956,total,7305000
GBR,1956,total,51329000
ALB,1956,total,1459000
AND,1956,total,10000
BIH,1956,total,2993000
HRV,1956,total,4064000
GIB,1956,total,23000
GRC,1956,total,8071000
VAT,1956,total,1000
ITA,1956,total,48638000
MLT,1956,total,312000
MNE,1956,total,453000
PRT,1956,total,8731000
SMR,1956,total,15000
SRB,1956,total,7309000
SVN,1956,total,1540000
ESP,1956,total,29372000
MKD,1956,total,1413000
AUT,1956,total,6967000
BEL,1956,total,8943000
FRA,1956,total,43947000
DEU,1956,total,71851000
LIE,1956,total,15000
LUX,1956,total,307000
MCO,1956,total,20000
NLD,1956,total,10852000
CHE,1956,total,5027000
AIA,1956,total,6000
ATG,1956,total,53000
ABW,1956,total,46000
BHS,1956,total,92000
BRB,1956,total,228000
VGB,1956,total,8000
BES,1956,total,8000
CYM,1956,total,7000
CUB,1956,total,6652000
CUW,1956,total,119000
DMA,1956,total,55000
DOM,1956,total,2877000
GRD,1956,total,82000
GLP,1956,total,244000
HTI,1956,total,3580000
JAM,1956,total,1559000
MTQ,1956,total,253000
MSR,1956,total,14000
PRI,1956,total,2262000
KNA,1956,total,49000
LCA,1956,total,87000
VCT,1956,total,75000
SXM,1956,total,2000
TTO,1956,total,764000
TCA,1956,total,6000
VIR,1956,total,30000
BLZ,1956,total,82000
CRI,1956,total,1158000
SLV,1956,total,2488000
GTM,1956,total,3737000
HND,1956,total,1822000
MEX,1956,total,33648000
NIC,1956,total,1558000
PAN,1956,total,1009000
ARG,1956,total,19274000
BOL,1956,total,3427000
BRA,1956,total,64388000
CHL,1956,total,7061000
COL,1956,total,14642000
ECU,1956,total,4066000
FLK,1956,total,2000
GUF,1956,total,29000
GUY,1956,total,5e+05
PRY,1956,total,1717000
PER,1956,total,9022000
SUR,1956,total,257000
URY,1956,total,2405000
VEN,1956,total,7019000
BMU,1956,total,42000
CAN,1956,total,16183000
GRL,1956,total,27000
SPM,1956,total,5000
USA,1956,total,174806000
AUS,1956,total,9419000
NZL,1956,total,2184000
FJI,1956,total,346000
NCL,1956,total,69000
PNG,1956,total,1859000
SLB,1956,total,105000
VUT,1956,total,56000
GUM,1956,total,63000
KIR,1956,total,37000
MHL,1956,total,14000
FSM,1956,total,39000
NRU,1956,total,4000
MNP,1956,total,8000
PLW,1956,total,9000
ASM,1956,total,20000
COK,1956,total,17000
PYF,1956,total,70000
NIU,1956,total,5000
WSM,1956,total,97000
TKL,1956,total,2000
TON,1956,total,56000
TUV,1956,total,6000
WLF,1956,total,8000
BDI,1957,total,2628000
COM,1957,total,182000
DJI,1957,total,74000
ERI,1957,total,1303000
ETH,1957,total,20765000
KEN,1957,total,7401000
MDG,1957,total,4753000
MWI,1957,total,3391000
MUS,1957,total,606000
MYT,1957,total,21000
MOZ,1957,total,6962000
REU,1957,total,308000
RWA,1957,total,2694000
SYC,1957,total,40000
SOM,1957,total,2592000
SSD,1957,total,2805000
UGA,1957,total,6220000
TZA,1957,total,9245000
ZMB,1957,total,2788000
ZWE,1957,total,3408000
AGO,1957,total,5329000
CMR,1957,total,4880000
CAF,1957,total,1436000
TCD,1957,total,2838000
COG,1957,total,964000
COD,1957,total,14162000
GNQ,1957,total,245000
GAB,1957,total,488000
STP,1957,total,61000
DZA,1957,total,10316000
EGY,1957,total,24848000
LBY,1957,total,1317000
MAR,1957,total,11213000
SDN,1957,total,6924000
TUN,1957,total,4032000
ESH,1957,total,25000
BWA,1957,total,490000
LSO,1957,total,812000
NAM,1957,total,562000
ZAF,1957,total,16164000
SWZ,1957,total,323000
BEN,1957,total,2346000
BFA,1957,total,4636000
CPV,1957,total,197000
CIV,1957,total,3220000
GMB,1957,total,330000
GHA,1957,total,6052000
GIN,1957,total,3414000
GNB,1957,total,593000
LBR,1957,total,1051000
MLI,1957,total,5089000
MRT,1957,total,789000
NER,1957,total,3120000
NGA,1957,total,42604000
SHN,1957,total,4000
SEN,1957,total,2958000
SLE,1957,total,2210000
TGO,1957,total,1512000
CHN,1957,total,628551000
HKG,1957,total,2729000
MAC,1957,total,176000
TWN,1957,total,9655000
PRK,1957,total,10547000
JPN,1957,total,90954000
MNG,1957,total,890000
KOR,1957,total,2.3e+07
KAZ,1957,total,8765000
KGZ,1957,total,1995000
TJK,1957,total,1902000
TKM,1957,total,1453000
UZB,1957,total,7759000
AFG,1957,total,8536000
BGD,1957,total,44314000
BTN,1957,total,207000
IND,1957,total,424461000
IRN,1957,total,20289000
MDV,1957,total,83000
NPL,1957,total,9599000
PAK,1957,total,42036000
LKA,1957,total,9191000
BRN,1957,total,71000
KHM,1957,total,5309000
IDN,1957,total,81231000
LAO,1957,total,1980000
MYS,1957,total,7459000
MMR,1957,total,19675000
PHL,1957,total,23755000
SGP,1957,total,1440000
THA,1957,total,25096000
TLS,1957,total,476000
VNM,1957,total,29844000
ARM,1957,total,1681000
AZE,1957,total,3537000
BHR,1957,total,145000
CYP,1957,total,550000
GEO,1957,total,3819000
IRQ,1957,total,6796000
ISR,1957,total,1869000
JOR,1957,total,778000
KWT,1957,total,205000
LBN,1957,total,1638000
OMN,1957,total,516000
QAT,1957,total,39000
SAU,1957,total,3752000
PSE,1957,total,1019000
SYR,1957,total,4159000
TUR,1957,total,25514000
ARE,1957,total,83000
YEM,1957,total,4923000
BLR,1957,total,7939000
BGR,1957,total,7689000
CZE,1957,total,9468000
HUN,1957,total,9913000
POL,1957,total,28258000
MDA,1957,total,2777000
ROU,1957,total,17968000
RUS,1957,total,114909000
SVK,1957,total,3955000
UKR,1957,total,41084000
CHI,1957,total,107000
DNK,1957,total,4495000
EST,1957,total,1181000
FRO,1957,total,34000
FIN,1957,total,4324000
ISL,1957,total,165000
IRL,1957,total,2864000
IMN,1957,total,50000
LVA,1957,total,2049000
LTU,1957,total,2677000
NOR,1957,total,3493000
SWE,1957,total,7347000
GBR,1957,total,51560000
ALB,1957,total,1501000
AND,1957,total,11000
BIH,1957,total,3050000
HRV,1957,total,4099000
GIB,1957,total,23000
GRC,1957,total,8126000
VAT,1957,total,1000
ITA,1957,total,48893000
MLT,1957,total,312000
MNE,1957,total,461000
PRT,1957,total,8784000
SMR,1957,total,15000
SRB,1957,total,7377000
SVN,1957,total,1552000
ESP,1957,total,29628000
MKD,1957,total,1432000
AUT,1957,total,6986000
BEL,1957,total,8998000
FRA,1957,total,44376000
DEU,1957,total,72184000
LIE,1957,total,15000
LUX,1957,total,309000
MCO,1957,total,21000
NLD,1957,total,10997000
CHE,1957,total,5083000
AIA,1957,total,6000
ATG,1957,total,54000
ABW,1957,total,49000
BHS,1957,total,96000
BRB,1957,total,229000
VGB,1957,total,8000
BES,1957,total,8000
CYM,1957,total,7000
CUB,1957,total,6764000
CUW,1957,total,121000
DMA,1957,total,57000
DOM,1957,total,2976000
GRD,1957,total,84000
GLP,1957,total,252000
HTI,1957,total,3648000
JAM,1957,total,1575000
MTQ,1957,total,260000
MSR,1957,total,13000
PRI,1957,total,2279000
KNA,1957,total,50000
LCA,1957,total,88000
VCT,1957,total,77000
SXM,1957,total,2000
TTO,1957,total,786000
TCA,1957,total,6000
VIR,1957,total,30000
BLZ,1957,total,85000
CRI,1957,total,1199000
SLV,1957,total,2550000
GTM,1957,total,3850000
HND,1957,total,1873000
MEX,1957,total,34727000
NIC,1957,total,1611000
PAN,1957,total,1038000
ARG,1957,total,19614000
BOL,1957,total,3490000
BRA,1957,total,66249000
CHL,1957,total,7219000
COL,1957,total,15075000
ECU,1957,total,4179000
FLK,1957,total,2000
GUF,1957,total,30000
GUY,1957,total,518000
PRY,1957,total,1761000
PER,1957,total,9266000
SUR,1957,total,265000
URY,1957,total,2437000
VEN,1957,total,7286000
BMU,1957,total,42000
CAN,1957,total,16631000
GRL,1957,total,27000
SPM,1957,total,5000
USA,1957,total,177851000
AUS,1957,total,9636000
NZL,1957,total,2230000
FJI,1957,total,357000
NCL,1957,total,72000
PNG,1957,total,1895000
SLB,1957,total,108000
VUT,1957,total,58000
GUM,1957,total,64000
KIR,1957,total,39000
MHL,1957,total,14000
FSM,1957,total,41000
NRU,1957,total,4000
MNP,1957,total,9000
PLW,1957,total,9000
ASM,1957,total,20000
COK,1957,total,18000
PYF,1957,total,72000
NIU,1957,total,5000
WSM,1957,total,1e+05
TKL,1957,total,2000
TON,1957,total,57000
TUV,1957,total,6000
WLF,1957,total,8000
BDI,1958,total,2679000
COM,1958,total,185000
DJI,1958,total,77000
ERI,1958,total,1333000
ETH,1958,total,21201000
KEN,1958,total,7626000
MDG,1958,total,4865000
MWI,1958,total,3464000
MUS,1958,total,623000
MYT,1958,total,22000
MOZ,1958,total,7099000
REU,1958,total,317000
RWA,1958,total,2779000
SYC,1958,total,40000
SOM,1958,total,2645000
SSD,1958,total,2852000
UGA,1958,total,6396000
TZA,1958,total,9511000
ZMB,1958,total,2869000
ZWE,1958,total,3517000
AGO,1958,total,5433000
CMR,1958,total,4975000
CAF,1958,total,1458000
TCD,1958,total,2891000
COG,1958,total,987000
COD,1958,total,14509000
GNQ,1958,total,248000
GAB,1958,total,491000
STP,1958,total,63000
DZA,1958,total,10579000
EGY,1958,total,25546000
LBY,1958,total,1358000
MAR,1958,total,11579000
SDN,1958,total,7122000
TUN,1958,total,4076000
ESH,1958,total,27000
BWA,1958,total,501000
LSO,1958,total,824000
NAM,1958,total,575000
ZAF,1958,total,16579000
SWZ,1958,total,333000
BEN,1958,total,2372000
BFA,1958,total,4699000
CPV,1958,total,198000
CIV,1958,total,3324000
GMB,1958,total,344000
GHA,1958,total,6245000
GIN,1958,total,3467000
GNB,1958,total,601000
LBR,1958,total,1073000
MLI,1958,total,5147000
MRT,1958,total,811000
NER,1958,total,3206000
NGA,1958,total,43412000
SHN,1958,total,4000
SEN,1958,total,3039000
SLE,1958,total,2238000
TGO,1958,total,1536000
CHN,1958,total,637853000
HKG,1958,total,2846000
MAC,1958,total,171000
TWN,1958,total,9992000
PRK,1958,total,10844000
JPN,1958,total,91877000
MNG,1958,total,910000
KOR,1958,total,23780000
KAZ,1958,total,9170000
KGZ,1958,total,2047000
TJK,1958,total,1960000
TKM,1958,total,1500000
UZB,1958,total,8009000
AFG,1958,total,8681000
BGD,1958,total,45546000
BTN,1958,total,213000
IND,1958,total,432481000
IRN,1958,total,20812000
MDV,1958,total,85000
NPL,1958,total,9752000
PAK,1958,total,42934000
LKA,1958,total,9412000
BRN,1958,total,75000
KHM,1958,total,5442000
IDN,1958,total,83332000
LAO,1958,total,2026000
MYS,1958,total,7680000
MMR,1958,total,20102000
PHL,1958,total,24571000
SGP,1958,total,1508000
THA,1958,total,25834000
TLS,1958,total,484000
VNM,1958,total,30755000
ARM,1958,total,1743000
AZE,1958,total,3650000
BHR,1958,total,151000
CYP,1958,total,559000
GEO,1958,total,3878000
IRQ,1958,total,6951000
ISR,1958,total,1939000
JOR,1958,total,832000
KWT,1958,total,222000
LBN,1958,total,1692000
OMN,1958,total,527000
QAT,1958,total,41000
SAU,1958,total,3856000
PSE,1958,total,1032000
SYR,1958,total,4292000
TUR,1958,total,26155000
ARE,1958,total,84000
YEM,1958,total,5004000
BLR,1958,total,8020000
BGR,1958,total,7753000
CZE,1958,total,9508000
HUN,1958,total,9944000
POL,1958,total,28731000
MDA,1958,total,2853000
ROU,1958,total,18203000
RUS,1958,total,116616000
SVK,1958,total,4020000
UKR,1958,total,41606000
CHI,1958,total,107000
DNK,1958,total,4522000
EST,1958,total,1192000
FRO,1958,total,34000
FIN,1958,total,4363000
ISL,1958,total,168000
IRL,1958,total,2846000
IMN,1958,total,49000
LVA,1958,total,2075000
LTU,1958,total,2705000
NOR,1958,total,3523000
SWE,1958,total,7391000
GBR,1958,total,51819000
ALB,1958,total,1543000
AND,1958,total,11000
BIH,1958,total,3107000
HRV,1958,total,4131000
GIB,1958,total,23000
GRC,1958,total,8180000
VAT,1958,total,1000
ITA,1958,total,49151000
