iso3,year,CCA_USD,CCM_USD,Dual_Purpose_USD,Total_Climate_USD,Total_ODA_USD,protracted_crisis,Vulnerability_Score_new,countryname,region,CCA_Share,CCM_Share,Dual_Share,Total_Climate_Share,Vulnerability_Score
GNQ,2017,0,0,0,0,12.678763,"",58.7109603952477,Equatorial Guinea,Sub-Saharan Africa,0,0,0,0,58.7109603952477
GNQ,2018,0,0,0,0,10.77141,"",58.3557078172857,Equatorial Guinea,Sub-Saharan Africa,0,0,0,0,58.3557078172857
GNQ,2019,0,0,0,0,87.045177,"",58.1124798689819,Equatorial Guinea,Sub-Saharan Africa,0,0,0,0,58.1124798689819
GNQ,2020,0,0.002416,0,0.002416,10.055426,"",58.0440484229907,Equatorial Guinea,Sub-Saharan Africa,0,0.000240268288981491,0,0.000240268288981491,58.0440484229907
GNQ,2021,0,0.314032,0,0.314032,15.824327,"",57.9581070053047,Equatorial Guinea,Sub-Saharan Africa,0,0.0198448881901897,0,0.0198448881901897,57.9581070053047
GNQ,2022,0.01262,0.324686,0,0.337306,14.067798,"",57.8106471651666,Equatorial Guinea,Sub-Saharan Africa,0.000897084248721797,0.0230800868764252,0,0.023977171125147,57.8106471651666
GRD,2017,0.84956,0.39872,0,1.24828,21.601708,"",43.4066706696233,Grenada,Latin America & Caribbean,0.0393283716269103,0.0184577997258365,0,0.0577861713527468,43.4066706696233
GRD,2018,3.658688,0.37022,0,4.028908,43.081736,"",43.4892434254438,Grenada,Latin America & Caribbean,0.0849243400962301,0.0085934327251808,0,0.0935177728214109,43.4892434254438
GRD,2019,0.874571,0.217193,0,1.091764,33.169327,"",43.418617559696,Grenada,Latin America & Caribbean,0.0263668599607101,0.00654800744072981,0,0.0329148674014399,43.418617559696
GRD,2020,0.015327,0.028127,0.271732,0.315186,78.596937,"",43.2804771218248,Grenada,Latin America & Caribbean,0.000195007599341944,0.00035786381853532,0.00345728485576989,0.00401015627364715,43.2804771218248
GRD,2021,0.026679,0,0,0.026679,75.875376,"",42.7492285332176,Grenada,Latin America & Caribbean,0.000351616049981749,0,0,0.000351616049981749,42.7492285332176
GRD,2022,0,0,0,0,33.292374,"",42.6254912333023,Grenada,Latin America & Caribbean,0,0,0,0,42.6254912333023
GTM,2017,12.913608,1.258176,35.838038,50.009822,487.036514,"",56.3792574479914,Guatemala,Latin America & Caribbean,0.0265146608699651,0.00258332992256921,0.0735838832814905,0.102681874074025,56.3792574479914
GTM,2018,8.551667,30.781326,1.182011,40.515004,473.530912,"",56.3370645776217,Guatemala,Latin America & Caribbean,0.0180593637781349,0.0650038365393979,0.00249616438979173,0.0855593647073245,56.3370645776217
GTM,2019,12.035189,41.014622,0.311426,53.361237,466.456017,"",56.4009346600528,Guatemala,Latin America & Caribbean,0.0258013372351889,0.0879281657974625,0.000667642797284358,0.114397145829936,56.4009346600528
GTM,2020,12.879306,9.791858,0.16685,22.838014,692.544386,"",56.7353894399294,Guatemala,Latin America & Caribbean,0.0185970838264798,0.0141389609069764,0.000240923186113301,0.0329769679195696,56.7353894399294
GTM,2021,16.518236,6.798883,2.266426,25.583545,560.420547000002,"",56.7689404200711,Guatemala,Latin America & Caribbean,0.0294747151731393,0.0121317518360011,0.0040441522212782,0.0456506192304186,56.7689404200711
GTM,2022,12.922478,9.317336,0.646876,22.88669,465.872647,"",56.3024359806845,Guatemala,Latin America & Caribbean,0.027738220054804,0.0199997489871948,0.00138852539243413,0.0491264944344329,56.3024359806845
GUY,2017,4.734324,5.590539,4.710522,15.035385,77.90023,"",58.1459612051938,Guyana,Latin America & Caribbean,0.0607741979709174,0.0717653721946649,0.0604686533017939,0.193008223467376,58.1459612051938
GUY,2018,9.795061,3.189571,0.110641,13.095273,128.978933,"",57.699850161489,Guyana,Latin America & Caribbean,0.0759431077011623,0.024729395148586,0.00085782226156267,0.101530325111311,57.699850161489
GUY,2019,0.237459,64.836097,0.519169,65.592725,148.341579,"",57.0924849575104,Guyana,Latin America & Caribbean,0.00160075820684098,0.437072986798934,0.00349982117960333,0.442173566185378,57.0924849575104
GUY,2020,8.986982,10.908611,0.354228,20.249821,71.603349,"",55.3800248325027,Guyana,Latin America & Caribbean,0.125510637777571,0.152347776358896,0.00494708704197621,0.282805501178444,55.3800248325027
GUY,2021,8.458834,5.499522,0,13.958356,156.908099,"",54.8017764641185,Guyana,Latin America & Caribbean,0.0539094798414453,0.0350493189009957,0,0.0889587987424409,54.8017764641185
GUY,2022,0.015517,4.676539,0,4.692056,225.068953,"",54.776297008263,Guyana,Latin America & Caribbean,6.89433162289603e-05,0.0207782501214195,0,0.0208471934376484,54.776297008263
HND,2017,14.50543,1.094916,10.934941,26.535287,581.164984,"",59.2776210760841,Honduras,Latin America & Caribbean,0.0249592291334607,0.00188400201344546,0.0188155537602038,0.04565878490711,59.2776210760841
HND,2018,11.822992,18.941559,0.272262,31.036813,802.765882,"",58.9107733055875,Honduras,Latin America & Caribbean,0.0147278207321721,0.0235953712342748,0.000339154921882941,0.0386623468883298,58.9107733055875
HND,2019,41.041506,16.010189,0.079255,57.13095,599.048363,"",59.2646127220562,Honduras,Latin America & Caribbean,0.0685111729451467,0.0267260374768773,0.000132301505012209,0.0953695119270362,59.2646127220562
HND,2020,9.125572,3.506963,1.174971,13.807506,1351.716798,"",59.3590271937779,Honduras,Latin America & Caribbean,0.00675109757717164,0.00259445100126661,0.000869243470036392,0.0102147920484746,59.3590271937779
HND,2021,14.750487,4.184701,0.899004,19.834192,771.057595,"",59.4866441536423,Honduras,Latin America & Caribbean,0.0191302012919022,0.00542722233350156,0.0011659362488998,0.0257233598743036,59.4866441536423
HND,2022,13.494075,11.546583,1.591394,26.632052,954.981062,"",59.1886810838258,Honduras,Latin America & Caribbean,0.0141302016730464,0.0120909025942548,0.00166641419743672,0.0278875184647379,59.1886810838258
HTI,2017,13.641032,3.043424,25.976199,42.660655,1139.64479,yes,63.6954322596417,Haiti,Latin America & Caribbean,0.011969547107744,0.00267050227115065,0.0227932415678397,0.0374332909467344,63.6954322596417
HTI,2018,21.950959,22.783128,2.155026,46.889113,1113.701195,yes,63.5853585161608,Haiti,Latin America & Caribbean,0.0197099177935245,0.0204571280899093,0.00193501273921144,0.0421020586226452,63.5853585161608
HTI,2019,19.103745,33.221419,0.931569,53.256733,767.373815,yes,63.8411697865098,Haiti,Latin America & Caribbean,0.0248949659560641,0.0432923541963704,0.0012139702734058,0.0694012904258403,63.8411697865098
HTI,2020,21.588825,18.618259,0.465845,40.672929,965.623523,yes,64.0016536537209,Haiti,Latin America & Caribbean,0.0223573934207069,0.0192810744110259,0.000482429216878139,0.042120897048611,64.0016536537209
HTI,2021,32.828458,19.923894,2.030954,54.783306,1002.84627,yes,64.3964395804654,Haiti,Latin America & Caribbean,0.0327352845416676,0.0198673461686206,0.00202518976313289,0.0546278204734211,64.3964395804654
HTI,2022,13.884352,6.10012,1.488872,21.473344,952.665246,yes,64.6566837185219,Haiti,Latin America & Caribbean,0.0145742190746402,0.00640321458729901,0.00156284907657899,0.0225402827385182,64.6566837185219
IDN,2017,29.715127,472.275815,96.105251,598.096193,2596.889926,"",54.2678962601489,Indonesia,East Asia & Pacific,0.0114425824146387,0.181862084438615,0.0370078261838503,0.230312493037104,54.2678962601489
IDN,2018,21.054248,394.847852,26.389735,442.291835,3226.020648,"",53.616949910495,Indonesia,East Asia & Pacific,0.0065263835223909,0.122394707003748,0.00818027467256311,0.137101365198702,53.616949910495
IDN,2019,26.629029,284.517367,5.032567,316.178963,1534.075907,"",52.4977752747011,Indonesia,East Asia & Pacific,0.0173583516164301,0.185464986251166,0.00328052019918725,0.206103858066783,52.4977752747011
IDN,2020,19.312155,256.997294,8.649915,284.959364,3285.121653,"",52.0334451548789,Indonesia,East Asia & Pacific,0.00587867270679732,0.0782306779310008,0.00263305774143884,0.086742408379237,52.0334451548789
IDN,2021,400.796361,127.377997,8.80195,536.976308,2555.475505,"",51.6532350990535,Indonesia,East Asia & Pacific,0.156838271474647,0.0498451253986878,0.00344434919559129,0.210127746068926,51.6532350990535
IDN,2022,15.713623,392.104056,10.280193,418.097872,2548.170534,"",51.45456783409,Indonesia,East Asia & Pacific,0.00616662927003299,0.153876693403441,0.00403434262457412,0.164077665298048,51.45456783409
IND,2017,24.382112,2063.010549,28.692343,2116.085004,6249.274089,"",56.5822362413782,India,South Asia,0.00390159107326041,0.330120029881762,0.00459130814097343,0.338612929095996,56.5822362413782
IND,2018,29.085972,1358.435746,6.280124,1393.801842,5456.559098,"",55.7885265002481,India,South Asia,0.00533046036478573,0.248954647352378,0.00115093117974327,0.255436038896907,55.7885265002481
IND,2019,25.869758,1485.606291,5.754185,1517.230234,5680.536317,"",54.8724632962772,India,South Asia,0.00455410485143458,0.26152570956268,0.00101296509323945,0.267092779507354,54.8724632962772
IND,2020,35.985689,955.530982,5.098578,996.615249,5047.6243,"",53.6373274242453,India,South Asia,0.00712923285514732,0.189303110772329,0.00101009459043931,0.197442438217916,53.6373274242453
IND,2021,174.641518,1116.597013,3.495994,1294.734525,5826.669371,"",53.3456954048996,India,South Asia,0.0299727866607999,0.191635554019494,0.000599998691774063,0.222208339372068,53.3456954048996
IND,2022,96.724164,2644.14007,6.169061,2747.033295,6262.90141,"",52.9356588336926,India,South Asia,0.0154439863679732,0.422190913907425,0.000985016463799004,0.438619916739197,52.9356588336926
IRN,2017,0,0.834347,0.045562,0.879909,168.603137,"",46.1124951668117,Iran,Middle East & North Africa,0,0.00494858526861217,0.000270232219937877,0.00521881748855005,46.1124951668117
IRN,2018,0.003048,2.293938,0.013303,2.310289,178.145531,"",48.1787347988633,Iran,Middle East & North Africa,1.71096068640644e-05,0.0128767642226175,7.46749016117615e-05,0.0129685487310933,48.1787347988633
IRN,2019,0.008355,2.871344,0.014538,2.894237,214.194061,"",48.5686661750349,Iran,Middle East & North Africa,3.90066837567452e-05,0.0134053390023732,6.78730303357944e-05,0.0135122187164657,48.5686661750349
IRN,2020,1.509591,2.733794,0,4.243385,239.179837,"",48.9990116609477,Iran,Middle East & North Africa,0.00631153118479632,0.0114298681456163,0,0.0177413993304126,48.9990116609477
IRN,2021,0.058816,0.370621,0,0.429437,283.158157,"",49.5340382581451,Iran,Middle East & North Africa,0.000207714305754575,0.00130888336019223,0,0.00151659766594681,49.5340382581451
IRN,2022,2.938462,0.690295,1.574044,5.202801,294.345477,"",49.4365040517665,Iran,Middle East & North Africa,0.00998303772135082,0.00234518636751466,0.00534760722686423,0.0176758313157297,49.4365040517665
IRQ,2017,0.046029,73.157745,0.04404,73.247814,3109.416133,yes,56.9795462073242,Iraq,Middle East & North Africa,1.48031006565823e-05,0.0235278077525817,1.41634307266264e-05,0.0235567742839649,56.9795462073242
IRQ,2018,1.477338,23.149113,0.002192,24.628643,2437.081375,yes,56.7487761455266,Iraq,Middle East & North Africa,0.000606191494118657,0.00949870334140977,8.99436523739385e-07,0.0101057942720522,56.7487761455266
IRQ,2019,0.747997,31.704481,0.001667,32.454145,2319.366999,yes,56.9602174775596,Iraq,Middle East & North Africa,0.000322500492730344,0.0136694542147359,7.18730584990961e-07,0.0139926734380513,56.9602174775596
IRQ,2020,5.724103,14.037706,0,19.761809,2442.251389,yes,57.1015250432849,Iraq,Middle East & North Africa,0.00234378124454411,0.00574785464888111,0,0.00809163589342522,57.1015250432849
IRQ,2021,10.973035,93.662817,0.635436,105.271288,1905.897271,yes,56.7126103578657,Iraq,Middle East & North Africa,0.00575741157037419,0.0491436859820133,0.000333405168089986,0.0552345027204775,56.7126103578657
IRQ,2022,9.689047,8.868566,0.132676,18.690289,1781.477683,yes,56.4156837161617,Iraq,Middle East & North Africa,0.00543876978783348,0.00497820774553032,7.44752523515053e-05,0.0104914527857153,56.4156837161617
JAM,2017,5.81888,4.244031,0.171037,10.233948,103.566243,"",52.1216551787777,Jamaica,Latin America & Caribbean,0.0561851027076458,0.0409789027492288,0.0016514744094753,0.0988154798663499,52.1216551787777
JAM,2018,5.652783,5.465518,0.324818,11.443119,140.140134,"",51.6086251515754,Jamaica,Latin America & Caribbean,0.0403366461744642,0.0390003765802022,0.00231780854441027,0.0816548312990767,51.6086251515754
JAM,2019,2.383234,0.741675,1.227702,4.352611,157.203463,"",51.7765403162027,Jamaica,Latin America & Caribbean,0.0151601876607515,0.00471793041861934,0.00780963711976243,0.0276877551991332,51.7765403162027
JAM,2020,5.263186,0.846845,0.343614,6.453645,88.799648,"",51.2929133941671,Jamaica,Latin America & Caribbean,0.0592703475581345,0.00953658059545461,0.00386954236575352,0.0726764705193426,51.2929133941671
JAM,2021,5.545063,0.417183,0,5.962246,74.7171460000001,"",51.0172506232309,Jamaica,Latin America & Caribbean,0.0742140632619988,0.00558349752813096,0,0.0797975607901297,51.0172506232309
JAM,2022,6.121032,0.891919,0.114967,7.127918,101.470714,"",50.4870356216172,Jamaica,Latin America & Caribbean,0.0603231391473209,0.008789915482412,0.00113300671167052,0.0702460613414034,50.4870356216172
JOR,2017,41.725146,75.713587,86.876423,204.315156,3550.912316,yes,49.2766897323961,Jordan,Middle East & North Africa,0.011750542476645,0.0213222913612492,0.024465944317618,0.0575387781555122,49.2766897323961
JOR,2018,19.39867,53.163818,0.031624,72.594112,3025.219245,yes,49.3210664163304,Jordan,Middle East & North Africa,0.0064123187210519,0.0175735421780976,1.04534572336426e-05,0.0239963143563831,49.3210664163304
JOR,2019,39.592382,81.497026,0.541295,121.630703,3154.630119,yes,48.2644923201682,Jordan,Middle East & North Africa,0.0125505623500959,0.0258340987455715,0.000171587469713117,0.0385562485653806,48.2644923201682
JOR,2020,32.66094,20.009103,1.398462,54.068505,3494.320037,yes,47.9345491705432,Jordan,Middle East & North Africa,0.00934686567176617,0.00572617928184349,0.000400210050937587,0.0154732550045472,47.9345491705432
JOR,2021,25.975623,60.308145,0.276101,86.559869,3636.684809,yes,48.1050514753194,Jordan,Middle East & North Africa,0.00714266546710785,0.0165832751990908,7.59210694632404e-05,0.0238018617356619,48.1050514753194
JOR,2022,20.951811,21.87587,46.38218,89.209861,2288.883136,yes,47.7234289101809,Jordan,Middle East & North Africa,0.00915372684191072,0.0095574429536974,0.0202641101550761,0.0389752799506842,47.7234289101809
KAZ,2017,0.111969,1.67841,1.897096,3.687475,116.266604,"",40.2710116158415,Kazakhstan,Europe & Central Asia,0.000963036642921127,0.0144358736064915,0.0163167748496378,0.0317156850990505,40.2710116158415
KAZ,2018,1.490163,1.460822,0.03454,2.985525,130.770316,"",40.5941100332486,Kazakhstan,Europe & Central Asia,0.011395269550316,0.0111708990593859,0.000264127219819519,0.0228302958295214,40.5941100332486
KAZ,2019,0.873877,2.372556,0.031201,3.277634,111.428535,"",40.3244555171977,Kazakhstan,Europe & Central Asia,0.00784248846132636,0.021292176191673,0.0002800090659004,0.0294146737188997,40.3244555171977
KAZ,2020,0.513291,3.336475,0.080884,3.93065,126.335989,"",40.3784578526411,Kazakhstan,Europe & Central Asia,0.00406290403916496,0.0264095371905467,0.00064022928573425,0.0311126705154459,40.3784578526411
KAZ,2021,0.494448,2.726083,0.363691,3.584222,111.22643,"",40.1993674183401,Kazakhstan,Europe & Central Asia,0.00444541823377771,0.0245093095229254,0.00326982534636777,0.0322245531030709,40.1993674183401
KAZ,2022,0.809742,1.15441,0.207764,2.171916,109.930401,"",40.1172640571714,Kazakhstan,Europe & Central Asia,0.00736595148051902,0.010501280714877,0.00188995944806933,0.0197571916434654,40.1172640571714
KEN,2017,48.903322,79.14343,16.941977,144.988729,3232.162149,yes,60.8861466140713,Kenya,Sub-Saharan Africa,0.0151302192605437,0.0244862189307199,0.00524168535456728,0.0448581235458308,60.8861466140713
KEN,2018,43.634495,106.302305,2.693737,152.630537,3137.994172,yes,60.3447388404326,Kenya,Sub-Saharan Africa,0.013905218623204,0.0338758771283021,0.000858426387160288,0.0486395221386663,60.3447388404326
KEN,2019,36.566821,181.449648,4.119099,222.135568,3753.811872,yes,60.0682812692553,Kenya,Sub-Saharan Africa,0.00974125029353629,0.0483374378331126,0.00109731098426235,0.0591759991109113,60.0682812692553
KEN,2020,34.927311,106.828069,20.363333,162.118713,4670.10195,yes,59.7509575876311,Kenya,Sub-Saharan Africa,0.00747891831354988,0.0228748901295399,0.00436036155484786,0.0347141699979376,59.7509575876311
KEN,2021,55.248668,64.914996,2.302513,122.466177,3575.886247,yes,59.4206433363951,Kenya,Sub-Saharan Africa,0.0154503427077276,0.018153540553607,0.000643899956809784,0.0342477832181444,59.4206433363951
KEN,2022,67.476341,48.112973,16.054772,131.644086,3186.335137,yes,59.1862282473901,Kenya,Sub-Saharan Africa,0.0211767871547656,0.0150997842133139,0.00503863256992982,0.0413152039380093,59.1862282473901
KGZ,2017,4.142701,9.638569,3.417378,17.198648,446.505423,"",47.3689845112503,Kyrgyzstan,Europe & Central Asia,0.00927805304617767,0.0215866784668369,0.0076536091701623,0.0385183406831769,47.3689845112503
KGZ,2018,7.68784,6.409649,2.625801,16.72329,485.267561,"",46.9262484736867,Kyrgyzstan,Europe & Central Asia,0.0158424766414584,0.0132084843808466,0.00541103756160614,0.0344619985839111,46.9262484736867
KGZ,2019,0.011904,2.579598,0.391503,2.983005,441.424275,"",46.4557234498653,Kyrgyzstan,Europe & Central Asia,2.69672527637951e-05,0.00584380639238746,0.000886908632290329,0.00675768227744158,46.4557234498653
KGZ,2020,3.406529,0.188571,9.52461,13.11971,544.64255,"",46.8013156855214,Kyrgyzstan,Europe & Central Asia,0.00625461415014306,0.000346228916561881,0.017487818386573,0.0240886614532779,46.8013156855214
KGZ,2021,5.782231,0.467563,8.761973,15.011767,529.497406,"",46.6395458829499,Kyrgyzstan,Europe & Central Asia,0.0109202253580068,0.000883031710262996,0.0165477165718164,0.0283509736400862,46.6395458829499
KGZ,2022,5.827597,4.853843,1.844109,12.525549,893.988754,"",46.485057147528,Kyrgyzstan,Europe & Central Asia,0.00651864687774361,0.00542942288511159,0.0020627876936358,0.014010857456491,46.485057147528
KHM,2017,29.549342,5.243575,11.200339,45.993256,979.472585,"",59.6850540875444,Cambodia,East Asia & Pacific,0.0301686259039093,0.00535346785637701,0.0114350714573599,0.0469571652176462,59.6850540875444
KHM,2018,73.231679,15.040353,7.597102,95.869134,895.423571,"",59.7482024009832,Cambodia,East Asia & Pacific,0.0817843994415019,0.0167969143175482,0.00848436678019949,0.10706568053925,59.7482024009832
KHM,2019,168.087827,35.260726,9.673005,213.021558,1101.262403,"",59.710738958125,Cambodia,East Asia & Pacific,0.152631949063279,0.0320184598184271,0.00878356055164448,0.19343396943335,59.710738958125
KHM,2020,1.506496,79.884841,13.091539,94.482876,1469.76704,"",59.8233495887406,Cambodia,East Asia & Pacific,0.00102498964733894,0.0543520427563813,0.00890722042589824,0.0642842528296185,59.8233495887406
KHM,2021,101.679331,13.411034,6.953992,122.044357,1391.040387,"",59.9414036847886,Cambodia,East Asia & Pacific,0.0730958870427103,0.00964100979765442,0.00499913019419759,0.0877360270345623,59.9414036847886
KHM,2022,48.289262,18.044369,4.211807,70.545438,1687.501601,"",59.6704165101609,Cambodia,East Asia & Pacific,0.0286158318139575,0.0106929492625708,0.00249588326168349,0.0418046643382118,59.6704165101609
KIR,2017,3.536455,0.184352,0.195011,3.915818,81.932027,"",57.0947705711348,Kiribati,East Asia & Pacific,0.0431632797269864,0.00225006028472846,0.00238015593096458,0.0477934959426794,57.0947705711348
KIR,2018,2.493861,0.413629,0.276097,3.183587,80.490617,"",57.6828098896601,Kiribati,East Asia & Pacific,0.0309832511285135,0.00513884742615403,0.00343017621544633,0.0395522747701139,57.6828098896601
KIR,2019,0.261708,0.611459,0,0.873167,60.140218,"",54.7566876207892,Kiribati,East Asia & Pacific,0.00435163038484497,0.010167222872388,0,0.014518853257233,54.7566876207892
KIR,2020,0.178971,0.000482,0.022171,0.201624,60.735806,"",56.4021533316001,Kiribati,East Asia & Pacific,0.00294671317937231,7.93601059645113e-06,0.000365040022684477,0.00331968921265324,56.4021533316001
KIR,2021,3.750038,0,0.029045,3.779083,72.322091,"",56.1751460816727,Kiribati,East Asia & Pacific,0.051851902346131,0,0.00040160619802876,0.0522535085441598,56.1751460816727
KIR,2022,3.456956,0,0.015408,3.472364,92.568207,"",56.3793857844178,Kiribati,East Asia & Pacific,0.0373449601330185,0,0.000166450237066815,0.0375114103700853,56.3793857844178
LAO,2017,14.43669,5.020238,4.654754,24.111682,588.508336,"",58.3691233616309,Lao People's Democratic Republic,East Asia & Pacific,0.0245309864225951,0.00853044501310174,0.00790941047944647,0.0409708419151433,58.3691233616309
LAO,2018,21.891221,9.634945,5.73722,37.263386,679.638152,"",57.5296343357588,Lao People's Democratic Republic,East Asia & Pacific,0.0322101120067786,0.0141765805401696,0.00844158024842607,0.0548282727953742,57.5296343357588
LAO,2019,7.428313,2.845205,0.138716,10.412234,735.557755,"",57.8587463150188,Lao People's Democratic Republic,East Asia & Pacific,0.0100988847571867,0.00386809190802427,0.000188586143041888,0.0141555628082529,57.8587463150188
LAO,2020,14.976108,1.26375,4.534029,20.773887,615.701153,"",57.5118010230213,Lao People's Democratic Republic,East Asia & Pacific,0.02432366404875,0.0020525379785995,0.00736400927285578,0.0337402113002052,57.5118010230213
LAO,2021,9.866746,3.349915,1.403599,14.62026,647.972274,"",57.7237427887545,Lao People's Democratic Republic,East Asia & Pacific,0.0152271113995226,0.00516984311584912,0.00216614052224093,0.0225630950376127,57.7237427887545
LAO,2022,8.143261,3.380873,3.088867,14.613001,648.421011000001,"",57.7456655967376,Lao People's Democratic Republic,East Asia & Pacific,0.0125586013745011,0.00521400901982801,0.0047636750623431,0.0225362854566722,57.7456655967376
LBN,2017,6.608646,6.023145,0,12.631791,1598.256604,yes,55.2708089255471,Lebanon,Middle East & North Africa,0.00413490924014352,0.003768571945785,0,0.00790348118592852,55.2708089255471
LBN,2018,4.911236,4.809345,0.597332,10.317913,1654.451775,yes,54.7875553065818,Lebanon,Middle East & North Africa,0.0029684975254114,0.00290691156591736,0.000361045277369901,0.00623645436869866,54.7875553065818
LBN,2019,0.135997,3.987401,0.60149,4.724888,1491.272971,yes,54.5885923568365,Lebanon,Middle East & North Africa,9.11952423497656e-05,0.00267382369126303,0.000403339973094705,0.0031683589067075,54.5885923568365
LBN,2020,10.244912,2.845095,4.785573,17.87558,1621.959976,yes,55.3701150028621,Lebanon,Middle East & North Africa,0.00631637780931285,0.00175410925183027,0.00295048772522855,0.0110209747863717,55.3701150028621
LBN,2021,3.144459,3.401218,2.012153,8.55783,1483.980874,yes,55.3686906770867,Lebanon,Middle East & North Africa,0.00211893499107186,0.00229195541505342,0.00135591572321033,0.0057668061293356,55.3686906770867
LBN,2022,6.805838,8.714977,1.515175,17.03599,1497.71268,yes,55.2932719888162,Lebanon,Middle East & North Africa,0.00454415462383613,0.00581885772643655,0.0010116593257393,0.011374671676012,55.2932719888162
LBR,2017,11.398023,34.051427,4.611421,50.060871,732.582677,"",63.831000816514,Liberia,Sub-Saharan Africa,0.0155586848527132,0.0464813434293096,0.00629474480461951,0.0683347730866424,63.831000816514
LBR,2018,0.966085,13.500756,0.200918,14.667759,645.104135,"",63.9550835291972,Liberia,Sub-Saharan Africa,0.00149756442035517,0.0209280258295043,0.000311450491632642,0.0227370407414921,63.9550835291972
LBR,2019,6.824778,15.327881,2.219283,24.371942,634.056882,"",64.1485089906877,Liberia,Sub-Saharan Africa,0.0107636683612244,0.024174299554405,0.00350013234301587,0.0384381002586452,64.1485089906877
LBR,2020,3.81207,30.355237,0.318934,34.486241,734.970488,"",63.3484891920817,Liberia,Sub-Saharan Africa,0.00518669805419453,0.0413013005224232,0.00043394123329752,0.0469219398099152,63.3484891920817
LBR,2021,6.732391,7.490447,1.889595,16.112433,608.165314,"",63.2152028827625,Liberia,Sub-Saharan Africa,0.0110700016015711,0.0123164653221246,0.003107041714648,0.0264935086383437,63.2152028827625
LBR,2022,4.762816,13.250054,3.506926,21.519796,525.416845,"",63.0981740812442,Liberia,Sub-Saharan Africa,0.00906483308505269,0.0252181751043783,0.0066745595109346,0.0409575677003656,63.0981740812442
LBY,2017,0,0.002003,0,0.002003,463.65964,"",57.0321318181176,Libya,Middle East & North Africa,0,4.31997919853451e-06,0,4.31997919853451e-06,57.0321318181176
LBY,2018,0,0,0,0,314.558161,"",57.0885906056203,Libya,Middle East & North Africa,0,0,0,0,57.0885906056203
LBY,2019,0,0,0,0,312.997543,yes,57.2191518548712,Libya,Middle East & North Africa,0,0,0,0,57.2191518548712
LBY,2020,1.238324,0,0.410672,1.648996,302.779898,yes,57.3038258431308,Libya,Middle East & North Africa,0.00408984879174509,0,0.00135633839205534,0.00544618718380043,57.3038258431308
LBY,2021,0.898824,0.002243,0.003308,0.904375,335.345912,yes,56.926942781439,Libya,Middle East & North Africa,0.00268028912187843,6.68861590297245e-06,9.86444110879753e-06,0.0026968421788902,56.926942781439
LBY,2022,0,0.38088,0,0.38088,264.303153,yes,56.9695256928837,Libya,Middle East & North Africa,0,0.00144107247937371,0,0.00144107247937371,56.9695256928837
LCA,2017,3.007891,0,0,3.007891,22.507709,"",44.8553590274621,Saint Lucia,Latin America & Caribbean,0.133638257007855,0,0,0.133638257007855,44.8553590274621
LCA,2018,2.569348,0.179482,0,2.74883,16.849509,"",45.0106052893679,Saint Lucia,Latin America & Caribbean,0.152488004249857,0.0106520611372118,0,0.163140065387069,45.0106052893679
LCA,2019,0.053474,0.163076,0.15136,0.36791,37.211555,"",45.4145078045447,Saint Lucia,Latin America & Caribbean,0.00143702675150232,0.00438240218663262,0.00406755374775389,0.00988698268588883,45.4145078045447
LCA,2020,0.525362,0.020836,0.267533,0.813731,105.253297,"",46.4100922708852,Saint Lucia,Latin America & Caribbean,0.00499140658748201,0.000197960544646882,0.00254180161216233,0.00773116874429121,46.4100922708852
LCA,2021,4.248561,0,0,4.248561,99.658193,"",46.4159175855804,Saint Lucia,Latin America & Caribbean,0.0426313268593983,0,0,0.0426313268593983,46.4159175855804
LCA,2022,2.442136,0.175,0,2.617136,37.088429,"",46.225198157426,Saint Lucia,Latin America & Caribbean,0.065846304786865,0.00471845275517062,0,0.0705647575420356,46.225198157426
LKA,2017,2.029723,73.491069,2.377735,77.898527,820.482389,"",55.1013996293104,Sri Lanka,South Asia,0.00247381665616713,0.0895705623731553,0.0028979720124133,0.0949423510417358,55.1013996293104
LKA,2018,22.770755,67.840353,4.310433,94.921541,770.995829,"",54.4932945325974,Sri Lanka,South Asia,0.0295342129535697,0.0879905577284258,0.00559073452523178,0.123115505207227,54.4932945325974
LKA,2019,3.425658,87.893462,6.155288,97.474408,765.060579,"",53.4412280605477,Sri Lanka,South Asia,0.00447762973812823,0.114884316892767,0.00804549099634109,0.127407437627237,53.4412280605477
LKA,2020,1.636957,61.680225,5.832961,69.150143,821.999497,"",53.0527077352471,Sri Lanka,South Asia,0.00199143309208132,0.0750368159896818,0.00709606395294425,0.0841243130347074,53.0527077352471
LKA,2021,10.772504,61.340296,7.798067,79.910867,781.302788,"",53.7483818316652,Sri Lanka,South Asia,0.0137878734921397,0.0785102740475566,0.00998085136744706,0.102278998907143,53.7483818316652
LKA,2022,6.716336,66.466311,0.32408,73.506727,550.351458,"",54.3643811929551,Sri Lanka,South Asia,0.0122037216443606,0.120770663970877,0.00058886007348417,0.133563245688721,54.3643811929551
LSO,2017,0.857107,0,0,0.857107,196.233201,"",58.3071280996595,Lesotho,Sub-Saharan Africa,0.00436779808733793,0,0,0.00436779808733793,58.3071280996595
LSO,2018,0.471166,0.203254,0,0.67442,204.127513,"",58.5202295625211,Lesotho,Sub-Saharan Africa,0.00230819448625722,0.0009957207483344,0,0.00330391523459162,58.5202295625211
